0.750,7.618,-0.230,0.738,-0.701,4.231,0.081,4.404,1.126,6.207,1.373,2.237,0.528,6.781,-1.296,2.378,-0.828,3.275,0.842,5.852,-0.340,-0.000,4.830
0.800,7.597,-0.230,0.717,-0.701,4.210,0.081,4.383,1.126,6.186,1.373,2.216,0.528,6.760,-1.296,2.357,-0.828,3.253,0.842,5.830,-0.340,-0.000,4.809
0.850,7.574,-0.230,0.694,-0.701,4.187,0.081,4.360,1.126,6.163,1.373,2.193,0.528,6.738,-1.296,2.334,-0.828,3.231,0.842,5.808,-0.340,-0.000,4.786
0.900,7.551,-0.230,0.671,-0.701,4.163,0.081,4.337,1.126,6.140,1.373,2.170,0.528,6.714,-1.296,2.310,-0.828,3.207,0.842,5.784,-0.340,-0.000,4.763
0.950,7.526,-0.230,0.646,-0.701,4.138,0.081,4.312,1.126,6.115,1.373,2.145,0.528,6.689,-1.296,2.285,-0.828,3.182,0.842,5.759,-0.340,-0.000,4.738
1.000,7.499,-0.230,0.619,-0.701,4.112,0.081,4.285,1.126,6.088,1.373,2.118,0.528,6.663,-1.296,2.259,-0.828,3.156,0.842,5.733,-0.340,-0.000,4.711
1.050,7.472,-0.230,0.592,-0.701,4.085,0.081,4.258,1.126,6.061,1.373,2.091,0.528,6.635,-1.296,2.232,-0.828,3.128,0.842,5.705,-0.340,-0.000,4.684
1.100,7.443,-0.230,0.563,-0.701,4.056,0.081,4.229,1.126,6.032,1.373,2.062,0.528,6.606,-1.296,2.203,-0.828,3.100,0.841,5.677,-0.340,-0.000,4.655
1.150,7.413,-0.230,0.533,-0.701,4.026,0.081,4.199,1.126,6.002,1.373,2.032,0.528,6.576,-1.296,2.173,-0.828,3.070,0.841,5.647,-0.340,-0.000,4.625
1.200,7.382,-0.230,0.502,-0.701,3.995,0.081,4.168,1.126,5.971,1.373,2.001,0.528,6.545,-1.296,2.142,-0.828,3.038,0.841,5.615,-0.340,-0.000,4.594
1.250,7.349,-0.230,0.469,-0.701,3.962,0.081,4.135,1.126,5.938,1.373,1.968,0.528,6.513,-1.296,2.109,-0.828,3.006,0.841,5.583,-0.340,-0.000,4.561
1.300,7.316,-0.230,0.436,-0.701,3.928,0.081,4.102,1.126,5.905,1.373,1.935,0.528,6.479,-1.296,2.075,-0.828,2.972,0.841,5.549,-0.340,-0.000,4.528
1.350,7.281,-0.230,0.401,-0.701,3.893,0.081,4.067,1.126,5.870,1.373,1.900,0.528,6.444,-1.296,2.040,-0.828,2.937,0.841,5.514,-0.340,-0.000,4.493
1.400,7.244,-0.230,0.364,-0.701,3.857,0.081,4.030,1.126,5.833,1.373,1.863,0.528,6.408,-1.296,2.004,-0.828,2.901,0.841,5.478,-0.340,-0.000,4.456
1.450,7.207,-0.230,0.327,-0.701,3.820,0.081,3.993,1.126,5.796,1.373,1.826,0.528,6.370,-1.296,1.967,-0.828,2.863,0.841,5.440,-0.340,-0.000,4.419
1.500,7.168,-0.230,0.288,-0.701,3.781,0.081,3.954,1.126,5.757,1.373,1.787,0.528,6.331,-1.296,1.928,-0.828,2.825,0.841,5.402,-0.340,-0.000,4.380
1.550,7.128,-0.230,0.248,-0.701,3.741,0.081,3.914,1.126,5.717,1.373,1.747,0.528,6.291,-1.296,1.888,-0.828,2.785,0.840,5.362,-0.340,-0.001,4.340
1.600,7.087,-0.230,0.207,-0.701,3.700,0.081,3.873,1.126,5.676,1.373,1.706,0.528,6.250,-1.296,1.847,-0.828,2.743,0.840,5.320,-0.340,-0.001,4.299
1.650,7.044,-0.230,0.164,-0.701,3.657,0.081,3.830,1.126,5.633,1.373,1.663,0.528,6.208,-1.296,1.804,-0.828,2.701,0.840,5.278,-0.340,-0.001,4.256
1.700,7.001,-0.230,0.121,-0.701,3.613,0.081,3.787,1.126,5.590,1.373,1.620,0.528,6.164,-1.296,1.760,-0.828,2.657,0.840,5.234,-0.340,-0.001,4.213
1.750,6.956,-0.230,0.076,-0.701,3.568,0.081,3.742,1.126,5.545,1.373,1.575,0.528,6.119,-1.296,1.715,-0.828,2.612,0.839,5.189,-0.340,-0.001,4.168
1.800,6.909,-0.230,0.029,-0.701,3.522,0.081,3.695,1.126,5.498,1.373,1.528,0.528,6.073,-1.296,1.669,-0.828,2.566,0.838,5.143,-0.340,-0.002,4.121
1.850,6.862,-0.230,-0.018,-0.701,3.475,0.080,3.648,1.127,5.451,1.373,1.481,0.528,6.025,-1.296,1.622,-0.828,2.518,0.838,5.095,-0.340,-0.002,4.074
1.900,6.813,-0.230,-0.067,-0.701,3.426,0.080,3.599,1.127,5.402,1.373,1.432,0.528,5.976,-1.296,1.573,-0.828,2.470,0.837,5.047,-0.340,-0.003,4.025
1.950,6.763,-0.230,-0.117,-0.701,3.376,0.080,3.549,1.127,5.352,1.373,1.382,0.528,5.926,-1.296,1.523,-0.828,2.420,0.836,4.997,-0.340,-0.003,3.975
2.000,6.712,-0.230,-0.168,-0.701,3.325,0.080,3.498,1.127,5.301,1.373,1.331,0.528,5.875,-1.296,1.472,-0.828,2.369,0.835,4.945,-0.340,-0.004,3.924
2.050,6.659,-0.230,-0.221,-0.701,3.272,0.079,3.446,1.127,5.248,1.373,1.278,0.528,5.823,-1.296,1.419,-0.828,2.316,0.833,4.893,-0.339,-0.005,3.872
2.100,6.606,-0.230,-0.274,-0.701,3.218,0.079,3.392,1.128,5.195,1.373,1.225,0.528,5.769,-1.296,1.365,-0.828,2.262,0.832,4.839,-0.339,-0.006,3.819
2.150,6.551,-0.230,-0.329,-0.701,3.164,0.078,3.338,1.128,5.140,1.373,1.170,0.528,5.714,-1.296,1.311,-0.828,2.208,0.830,4.784,-0.339,-0.007,3.765
2.200,6.495,-0.230,-0.385,-0.701,3.108,0.077,3.283,1.129,5.084,1.373,1.114,0.528,5.658,-1.296,1.255,-0.828,2.152,0.827,4.729,-0.339,-0.008,3.712
2.250,6.438,-0.230,-0.442,-0.701,3.051,0.077,3.228,1.129,5.027,1.373,1.057,0.528,5.602,-1.296,1.198,-0.828,2.095,0.825,4.672,-0.339,-0.010,3.657
2.300,6.380,-0.230,-0.499,-0.701,2.993,0.076,3.172,1.130,4.969,1.373,0.999,0.528,5.544,-1.296,1.140,-0.828,2.037,0.822,4.615,-0.339,-0.011,3.601
2.350,6.322,-0.230,-0.558,-0.701,2.935,0.075,3.115,1.131,4.911,1.373,0.941,0.528,5.486,-1.296,1.082,-0.828,1.978,0.820,4.557,-0.339,-0.012,3.546
2.400,6.263,-0.230,-0.617,-0.701,2.876,0.074,3.059,1.132,4.852,1.373,0.882,0.528,5.427,-1.296,1.023,-0.828,1.919,0.817,4.498,-0.339,-0.014,3.490
2.450,6.203,-0.230,-0.676,-0.701,2.816,0.072,3.002,1.133,4.792,1.373,0.822,0.528,5.367,-1.296,0.963,-0.828,1.859,0.815,4.439,-0.339,-0.017,3.433
2.500,6.143,-0.230,-0.737,-0.701,2.756,0.071,2.944,1.134,4.732,1.373,0.762,0.528,5.308,-1.296,0.903,-0.828,1.799,0.813,4.379,-0.339,-0.019,3.375
2.550,6.083,-0.230,-0.797,-0.701,2.696,0.069,2.886,1.135,4.672,1.373,0.702,0.528,5.247,-1.296,0.842,-0.828,1.738,0.810,4.319,-0.339,-0.020,3.318
2.600,6.021,-0.230,-0.858,-0.701,2.634,0.067,2.828,1.136,4.611,1.373,0.641,0.528,5.186,-1.296,0.781,-0.828,1.676,0.807,4.259,-0.339,-0.022,3.261
2.650,5.960,-0.230,-0.920,-0.701,2.573,0.065,2.771,1.139,4.549,1.373,0.579,0.528,5.125,-1.296,0.720,-0.828,1.614,0.804,4.198,-0.339,-0.026,3.203
2.700,5.898,-0.230,-0.982,-0.701,2.511,0.063,2.713,1.141,4.487,1.373,0.517,0.528,5.063,-1.296,0.658,-0.828,1.552,0.802,4.137,-0.339,-0.028,3.144
2.750,5.836,-0.230,-1.044,-0.701,2.448,0.061,2.654,1.142,4.425,1.373,0.455,0.528,5.002,-1.296,0.596,-0.828,1.489,0.800,4.075,-0.338,-0.031,3.085
2.800,5.774,-0.230,-1.106,-0.701,2.386,0.058,2.594,1.144,4.363,1.373,0.393,0.528,4.940,-1.296,0.533,-0.828,1.426,0.799,4.014,-0.338,-0.034,3.026
2.850,5.711,-0.230,-1.169,-0.701,2.322,0.055,2.535,1.145,4.300,1.373,0.330,0.528,4.877,-1.296,0.471,-0.828,1.363,0.797,3.952,-0.338,-0.036,2.967
2.900,5.648,-0.230,-1.232,-0.701,2.259,0.051,2.474,1.146,4.237,1.373,0.267,0.528,4.815,-1.296,0.408,-0.828,1.300,0.795,3.890,-0.338,-0.038,2.909
2.950,5.585,-0.230,-1.295,-0.701,2.194,0.046,2.415,1.148,4.174,1.373,0.204,0.528,4.752,-1.296,0.345,-0.828,1.237,0.794,3.828,-0.338,-0.042,2.849
3.000,5.522,-0.230,-1.358,-0.701,2.129,0.041,2.355,1.150,4.111,1.373,0.141,0.528,4.689,-1.296,0.281,-0.828,1.173,0.792,3.766,-0.338,-0.045,2.791
3.050,5.458,-0.230,-1.422,-0.701,2.064,0.036,2.296,1.153,4.047,1.373,0.077,0.528,4.626,-1.296,0.218,-0.828,1.109,0.790,3.704,-0.337,-0.048,2.732
3.100,5.394,-0.230,-1.485,-0.701,1.999,0.032,2.236,1.155,3.984,1.373,0.014,0.528,4.563,-1.296,0.154,-0.828,1.044,0.788,3.642,-0.337,-0.052,2.673
3.150,5.331,-0.230,-1.549,-0.701,1.933,0.026,2.176,1.157,3.920,1.373,-0.050,0.528,4.500,-1.296,0.091,-0.828,0.980,0.786,3.580,-0.337,-0.054,2.614
3.200,5.267,-0.230,-1.613,-0.701,1.867,0.022,2.115,1.159,3.856,1.373,-0.114,0.528,4.436,-1.296,0.027,-0.828,0.915,0.785,3.517,-0.337,-0.057,2.555
3.250,5.203,-0.230,-1.677,-0.701,1.801,0.017,2.054,1.160,3.792,1.373,-0.178,0.528,4.373,-1.296,-0.037,-0.828,0.851,0.783,3.455,-0.336,-0.060,2.495
3.300,5.139,-0.230,-1.741,-0.701,1.735,0.013,1.993,1.162,3.728,1.373,-0.242,0.528,4.310,-1.296,-0.101,-0.828,0.786,0.782,3.393,-0.336,-0.063,2.434
3.350,5.074,-0.230,-1.805,-0.701,1.669,0.008,1.931,1.163,3.664,1.373,-0.306,0.528,4.246,-1.296,-0.166,-0.828,0.721,0.780,3.331,-0.335,-0.065,2.374
3.400,5.010,-0.230,-1.870,-0.701,1.603,0.004,1.870,1.165,3.599,1.373,-0.371,0.528,4.183,-1.296,-0.230,-0.828,0.656,0.778,3.269,-0.335,-0.069,2.314
3.450,4.946,-0.230,-1.934,-0.701,1.536,-0.000,1.809,1.167,3.535,1.373,-0.435,0.528,4.119,-1.296,-0.294,-0.828,0.591,0.776,3.207,-0.334,-0.072,2.253
3.500,4.881,-0.230,-1.998,-0.701,1.470,-0.005,1.748,1.169,3.471,1.373,-0.499,0.528,4.056,-1.296,-0.359,-0.828,0.525,0.775,3.145,-0.334,-0.075,2.193
3.550,4.817,-0.230,-2.063,-0.701,1.403,-0.010,1.686,1.170,3.406,1.373,-0.564,0.528,3.992,-1.296,-0.423,-0.828,0.460,0.773,3.084,-0.333,-0.079,2.132
3.600,4.752,-0.230,-2.127,-0.701,1.337,-0.014,1.624,1.171,3.342,1.373,-0.628,0.528,3.929,-1.296,-0.488,-0.828,0.395,0.772,3.023,-0.331,-0.083,2.071
3.650,4.688,-0.230,-2.192,-0.701,1.270,-0.019,1.561,1.172,3.277,1.373,-0.693,0.528,3.865,-1.295,-0.552,-0.828,0.329,0.770,2.962,-0.330,-0.086,2.010
3.700,4.623,-0.230,-2.257,-0.701,1.203,-0.024,1.498,1.174,3.212,1.373,-0.758,0.528,3.802,-1.295,-0.617,-0.828,0.263,0.768,2.900,-0.328,-0.090,1.949
3.750,4.559,-0.230,-2.321,-0.701,1.136,-0.028,1.435,1.174,3.148,1.373,-0.822,0.528,3.738,-1.295,-0.681,-0.828,0.197,0.766,2.838,-0.327,-0.093,1.888
3.800,4.494,-0.230,-2.386,-0.701,1.069,-0.033,1.372,1.175,3.083,1.373,-0.887,0.528,3.675,-1.295,-0.746,-0.828,0.132,0.764,2.776,-0.326,-0.096,1.827
3.850,4.429,-0.230,-2.451,-0.701,1.002,-0.038,1.310,1.177,3.018,1.373,-0.952,0.528,3.612,-1.294,-0.811,-0.828,0.066,0.762,2.715,-0.325,-0.099,1.766
3.900,4.364,-0.230,-2.515,-0.701,0.935,-0.042,1.248,1.178,2.954,1.373,-1.016,0.528,3.549,-1.294,-0.876,-0.828,0.001,0.761,2.653,-0.323,-0.103,1.705
3.950,4.300,-0.230,-2.580,-0.701,0.867,-0.048,1.185,1.179,2.889,1.373,-1.081,0.528,3.486,-1.294,-0.940,-0.828,-0.065,0.760,2.591,-0.322,-0.105,1.644
4.000,4.235,-0.230,-2.645,-0.701,0.800,-0.052,1.122,1.181,2.824,1.373,-1.146,0.528,3.423,-1.293,-1.005,-0.828,-0.130,0.759,2.530,-0.320,-0.109,1.582
4.050,4.170,-0.230,-2.710,-0.701,0.733,-0.057,1.059,1.182,2.759,1.373,-1.211,0.528,3.361,-1.293,-1.070,-0.828,-0.196,0.758,2.468,-0.319,-0.113,1.520
4.100,4.105,-0.230,-2.775,-0.701,0.665,-0.062,0.996,1.182,2.694,1.373,-1.276,0.528,3.298,-1.292,-1.135,-0.828,-0.262,0.756,2.406,-0.317,-0.116,1.459
4.150,4.040,-0.230,-2.839,-0.701,0.597,-0.067,0.932,1.183,2.630,1.373,-1.340,0.528,3.236,-1.291,-1.200,-0.828,-0.328,0.754,2.344,-0.316,-0.119,1.398
4.200,3.976,-0.230,-2.904,-0.701,0.530,-0.071,0.869,1.184,2.565,1.373,-1.405,0.528,3.173,-1.291,-1.265,-0.828,-0.394,0.752,2.282,-0.315,-0.122,1.335
4.250,3.911,-0.230,-2.969,-0.701,0.463,-0.075,0.805,1.185,2.500,1.373,-1.470,0.528,3.111,-1.290,-1.329,-0.828,-0.460,0.751,2.219,-0.314,-0.126,1.273
4.300,3.846,-0.230,-3.034,-0.701,0.395,-0.080,0.741,1.185,2.435,1.373,-1.535,0.528,3.048,-1.289,-1.394,-0.828,-0.526,0.750,2.156,-0.313,-0.128,1.211
4.350,3.781,-0.230,-3.099,-0.701,0.328,-0.084,0.678,1.187,2.370,1.373,-1.600,0.528,2.986,-1.288,-1.459,-0.828,-0.591,0.749,2.095,-0.311,-0.131,1.149
4.400,3.716,-0.230,-3.164,-0.701,0.260,-0.088,0.615,1.188,2.305,1.373,-1.665,0.528,2.923,-1.287,-1.524,-0.828,-0.657,0.748,2.032,-0.310,-0.134,1.086
4.450,3.651,-0.230,-3.229,-0.701,0.193,-0.091,0.552,1.189,2.240,1.373,-1.730,0.528,2.860,-1.287,-1.589,-0.828,-0.723,0.747,1.970,-0.308,-0.137,1.023
4.500,3.586,-0.230,-3.294,-0.701,0.125,-0.096,0.488,1.190,2.175,1.373,-1.795,0.528,2.799,-1.285,-1.654,-0.828,-0.788,0.746,1.907,-0.307,-0.139,0.961
4.550,3.521,-0.230,-3.359,-0.701,0.058,-0.100,0.425,1.191,2.110,1.373,-1.860,0.528,2.738,-1.283,-1.719,-0.828,-0.854,0.745,1.846,-0.305,-0.142,0.899
4.600,3.456,-0.230,-3.424,-0.701,-0.009,-0.104,0.361,1.192,2.045,1.373,-1.925,0.528,2.677,-1.281,-1.784,-0.828,-0.919,0.744,1.784,-0.304,-0.144,0.836
4.650,3.391,-0.230,-3.489,-0.701,-0.076,-0.107,0.297,1.193,1.980,1.373,-1.990,0.528,2.615,-1.280,-1.849,-0.828,-0.984,0.744,1.721,-0.302,-0.147,0.773
4.700,3.326,-0.230,-3.553,-0.701,-0.144,-0.111,0.233,1.193,1.915,1.373,-2.055,0.528,2.553,-1.278,-1.914,-0.828,-1.050,0.743,1.659,-0.301,-0.148,0.711
4.750,3.261,-0.230,-3.618,-0.701,-0.212,-0.115,0.169,1.194,1.850,1.373,-2.120,0.528,2.492,-1.276,-1.979,-0.828,-1.115,0.743,1.596,-0.300,-0.151,0.648
4.800,3.196,-0.230,-3.683,-0.701,-0.279,-0.119,0.105,1.194,1.786,1.373,-2.184,0.528,2.431,-1.274,-2.044,-0.828,-1.180,0.742,1.533,-0.298,-0.153,0.585
4.850,3.131,-0.229,-3.748,-0.701,-0.346,-0.122,0.040,1.195,1.721,1.373,-2.249,0.528,2.369,-1.272,-2.109,-0.828,-1.246,0.742,1.470,-0.297,-0.155,0.522
4.900,3.066,-0.229,-3.813,-0.701,-0.413,-0.125,-0.024,1.195,1.656,1.373,-2.314,0.528,2.307,-1.271,-2.174,-0.828,-1.311,0.742,1.406,-0.297,-0.157,0.458
4.950,3.001,-0.229,-3.878,-0.701,-0.480,-0.127,-0.088,1.196,1.591,1.373,-2.379,0.528,2.245,-1.269,-2.239,-0.828,-1.376,0.741,1.343,-0.296,-0.159,0.395
5.000,2.936,-0.229,-3.943,-0.701,-0.546,-0.129,-0.153,1.196,1.526,1.373,-2.444,0.528,2.183,-1.268,-2.304,-0.828,-1.441,0.741,1.279,-0.295,-0.160,0.331
5.050,2.872,-0.229,-4.008,-0.701,-0.613,-0.133,-0.218,1.196,1.461,1.373,-2.509,0.528,2.120,-1.267,-2.369,-0.828,-1.506,0.741,1.215,-0.294,-0.161,0.268
5.100,2.807,-0.229,-4.073,-0.701,-0.681,-0.136,-0.282,1.197,1.396,1.373,-2.574,0.528,2.058,-1.265,-2.434,-0.828,-1.572,0.741,1.153,-0.293,-0.162,0.205
5.150,2.742,-0.229,-4.138,-0.701,-0.747,-0.138,-0.347,1.197,1.331,1.373,-2.639,0.528,1.996,-1.264,-2.499,-0.828,-1.637,0.740,1.090,-0.292,-0.164,0.141
5.200,2.677,-0.229,-4.203,-0.701,-0.814,-0.141,-0.411,1.197,1.266,1.373,-2.704,0.528,1.934,-1.262,-2.563,-0.828,-1.702,0.740,1.026,-0.291,-0.165,0.077
5.250,2.612,-0.229,-4.268,-0.701,-0.881,-0.143,-0.476,1.197,1.201,1.373,-2.769,0.528,1.871,-1.261,-2.628,-0.828,-1.767,0.740,0.963,-0.290,-0.167,0.013
5.300,2.547,-0.229,-4.333,-0.701,-0.947,-0.145,-0.541,1.198,1.136,1.373,-2.834,0.528,1.808,-1.260,-2.693,-0.828,-1.832,0.740,0.900,-0.289,-0.168,-0.051
5.350,2.482,-0.229,-4.398,-0.701,-1.013,-0.146,-0.606,1.198,1.071,1.373,-2.899,0.528,1.745,-1.259,-2.758,-0.828,-1.897,0.740,0.836,-0.288,-0.169,-0.115
5.400,2.417,-0.229,-4.463,-0.701,-1.079,-0.148,-0.670,1.198,1.006,1.373,-2.964,0.528,1.683,-1.257,-2.823,-0.828,-1.962,0.740,0.772,-0.288,-0.171,-0.180
5.450,2.352,-0.229,-4.528,-0.701,-1.145,-0.149,-0.735,1.198,0.941,1.373,-3.029,0.528,1.621,-1.256,-2.888,-0.828,-2.027,0.739,0.708,-0.287,-0.173,-0.244
5.500,2.287,-0.229,-4.593,-0.701,-1.211,-0.150,-0.800,1.198,0.876,1.373,-3.094,0.528,1.558,-1.254,-2.953,-0.828,-2.092,0.739,0.644,-0.287,-0.174,-0.309
5.550,2.222,-0.229,-4.658,-0.701,-1.277,-0.152,-0.865,1.198,0.811,1.373,-3.159,0.528,1.496,-1.253,-3.018,-0.828,-2.157,0.739,0.580,-0.286,-0.176,-0.374
5.600,2.157,-0.229,-4.723,-0.701,-1.343,-0.153,-0.930,1.198,0.746,1.373,-3.224,0.528,1.432,-1.252,-3.083,-0.828,-2.222,0.739,0.516,-0.286,-0.177,-0.439
5.650,2.092,-0.229,-4.788,-0.701,-1.408,-0.153,-0.994,1.199,0.681,1.373,-3.289,0.528,1.369,-1.251,-3.148,-0.828,-2.287,0.739,0.452,-0.285,-0.178,-0.504
5.700,2.027,-0.229,-4.853,-0.701,-1.474,-0.154,-1.059,1.199,0.616,1.373,-3.354,0.528,1.306,-1.250,-3.213,-0.828,-2.352,0.739,0.387,-0.285,-0.179,-0.569
5.750,1.962,-0.229,-4.918,-0.701,-1.540,-0.155,-1.124,1.199,0.551,1.373,-3.419,0.528,1.242,-1.249,-3.278,-0.828,-2.418,0.739,0.323,-0.285,-0.180,-0.634
5.800,1.897,-0.229,-4.983,-0.701,-1.605,-0.156,-1.189,1.199,0.486,1.373,-3.484,0.528,1.178,-1.248,-3.343,-0.828,-2.483,0.739,0.258,-0.284,-0.181,-0.699
5.850,1.832,-0.229,-5.048,-0.701,-1.671,-0.156,-1.254,1.199,0.421,1.373,-3.549,0.528,1.115,-1.248,-3.408,-0.828,-2.548,0.739,0.194,-0.284,-0.182,-0.764
5.900,1.767,-0.229,-5.113,-0.701,-1.736,-0.157,-1.319,1.199,0.356,1.373,-3.614,0.528,1.052,-1.246,-3.473,-0.828,-2.613,0.739,0.129,-0.284,-0.184,-0.829
5.950,1.702,-0.229,-5.178,-0.701,-1.801,-0.157,-1.384,1.199,0.291,1.373,-3.679,0.528,0.989,-1.245,-3.538,-0.828,-2.678,0.739,0.064,-0.284,-0.185,-0.895
6.000,1.637,-0.229,-5.243,-0.701,-1.867,-0.158,-1.449,1.199,0.226,1.373,-3.744,0.528,0.925,-1.244,-3.603,-0.828,-2.743,0.739,-0.000,-0.283,-0.187,-0.961
6.050,1.572,-0.229,-5.308,-0.701,-1.932,-0.158,-1.514,1.199,0.161,1.373,-3.809,0.528,0.862,-1.243,-3.668,-0.828,-2.808,0.739,-0.065,-0.283,-0.188,-1.026
6.100,1.507,-0.229,-5.373,-0.701,-1.997,-0.158,-1.579,1.199,0.096,1.373,-3.874,0.528,0.798,-1.242,-3.733,-0.828,-2.873,0.739,-0.130,-0.283,-0.189,-1.092
6.150,1.442,-0.229,-5.438,-0.701,-2.062,-0.159,-1.644,1.199,0.031,1.373,-3.939,0.528,0.734,-1.241,-3.798,-0.828,-2.938,0.739,-0.194,-0.283,-0.190,-1.157
6.200,1.377,-0.229,-5.503,-0.701,-2.128,-0.159,-1.709,1.199,-0.034,1.373,-4.004,0.528,0.671,-1.240,-3.863,-0.828,-3.003,0.739,-0.259,-0.283,-0.191,-1.223
6.250,1.312,-0.229,-5.568,-0.701,-2.193,-0.159,-1.774,1.199,-0.099,1.373,-4.069,0.528,0.607,-1.239,-3.928,-0.828,-3.068,0.739,-0.324,-0.283,-0.192,-1.288
6.300,1.247,-0.229,-5.633,-0.701,-2.258,-0.160,-1.839,1.199,-0.164,1.373,-4.134,0.528,0.542,-1.239,-3.993,-0.828,-3.133,0.739,-0.389,-0.283,-0.193,-1.353
6.350,1.182,-0.229,-5.698,-0.701,-2.323,-0.160,-1.904,1.199,-0.229,1.373,-4.199,0.528,0.478,-1.238,-4.058,-0.828,-3.198,0.739,-0.454,-0.282,-0.193,-1.419
6.400,1.117,-0.229,-5.763,-0.701,-2.388,-0.160,-1.969,1.199,-0.294,1.373,-4.264,0.528,0.414,-1.238,-4.123,-0.828,-3.263,0.739,-0.518,-0.282,-0.194,-1.484
6.450,1.052,-0.229,-5.828,-0.701,-2.453,-0.160,-2.033,1.199,-0.359,1.373,-4.329,0.528,0.350,-1.237,-4.188,-0.828,-3.328,0.739,-0.583,-0.282,-0.194,-1.549
6.500,0.987,-0.229,-5.893,-0.701,-2.518,-0.160,-2.098,1.199,-0.424,1.373,-4.394,0.528,0.285,-1.237,-4.253,-0.828,-3.393,0.739,-0.648,-0.282,-0.195,-1.614
6.550,0.922,-0.229,-5.958,-0.701,-2.584,-0.160,-2.163,1.199,-0.489,1.373,-4.459,0.528,0.221,-1.236,-4.318,-0.828,-3.458,0.739,-0.713,-0.282,-0.195,-1.680
6.600,0.857,-0.229,-6.023,-0.701,-2.649,-0.161,-2.228,1.199,-0.554,1.373,-4.524,0.528,0.156,-1.236,-4.383,-0.828,-3.523,0.739,-0.778,-0.282,-0.196,-1.745
6.650,0.792,-0.229,-6.088,-0.701,-2.714,-0.161,-2.293,1.199,-0.619,1.373,-4.589,0.528,0.092,-1.236,-4.448,-0.828,-3.588,0.739,-0.843,-0.282,-0.196,-1.810
6.700,0.727,-0.229,-6.153,-0.701,-2.779,-0.161,-2.358,1.199,-0.684,1.373,-4.654,0.528,0.027,-1.235,-4.513,-0.828,-3.653,0.739,-0.908,-0.282,-0.196,-1.875
6.750,0.662,-0.229,-6.218,-0.701,-2.844,-0.161,-2.423,1.199,-0.749,1.373,-4.719,0.528,-0.038,-1.235,-4.578,-0.828,-3.718,0.739,-0.973,-0.282,-0.197,-1.940
6.800,0.597,-0.229,-6.283,-0.701,-2.909,-0.161,-2.488,1.199,-0.814,1.373,-4.784,0.528,-0.102,-1.235,-4.643,-0.828,-3.783,0.739,-1.038,-0.282,-0.197,-2.005
